"","job","marital","education","balance","housing","loan","month","campaign","pdays","previous","poutcome","y"
"902","technician","single","tertiary",3,"yes","no","may",2,169,2,"failure","no"
"903","technician","single","secondary",409,"no","yes","jul",2,-1,0,"nonexistent","no"
"904","admin.","married","tertiary",35,"yes","no","oct",1,69,2,"failure","no"
"905","management","married","tertiary",-459,"no","no","aug",6,-1,0,"nonexistent","no"
"906","services","single","secondary",198,"no","no","jul",2,-1,0,"nonexistent","yes"
"907","blue-collar","married","primary",99,"yes","no","apr",2,322,1,"nonexistent","no"
"908","management","married","tertiary",60,"no","no","jun",6,-1,0,"nonexistent","no"
"909","services","single","secondary",3485,"no","no","feb",2,-1,0,"nonexistent","no"
"910","entrepreneur","married","secondary",-139,"yes","yes","may",2,-1,0,"nonexistent","no"
"911","blue-collar","married","secondary",952,"no","yes","jun",1,-1,0,"nonexistent","no"
"912","retired","married","primary",1427,"no","no","jun",2,-1,0,"nonexistent","no"
"913","technician","single","tertiary",1017,"yes","no","may",2,-1,0,"nonexistent","no"
"914","management","married","tertiary",-29,"no","no","jan",2,266,2,"failure","no"
"915","technician","divorced","secondary",9,"no","no","aug",2,-1,0,"nonexistent","no"
"916","management","married","secondary",4040,"yes","no","apr",2,-1,0,"nonexistent","no"
"917","blue-collar","married","secondary",13,"no","no","jun",1,-1,0,"nonexistent","no"
"918","self-employed","single","secondary",1259,"no","no","jul",2,-1,0,"nonexistent","no"
"919","admin.","married","secondary",18,"yes","no","jul",1,-1,0,"nonexistent","no"
"920","blue-collar","married","secondary",-76,"yes","no","may",3,-1,0,"nonexistent","no"
"921","technician","single","tertiary",221,"no","no","aug",3,-1,0,"nonexistent","no"
"922","management","married","tertiary",136,"yes","no","apr",1,-1,0,"nonexistent","no"
"923","blue-collar","married","secondary",16353,"no","no","oct",2,-1,0,"nonexistent","no"
"924","blue-collar","married","secondary",-63,"yes","no","may",1,-1,0,"nonexistent","no"
"925","housemaid","married","primary",7353,"no","no","aug",2,-1,0,"nonexistent","no"
"926","blue-collar","married","primary",511,"yes","no","may",2,-1,0,"nonexistent","no"
"927","admin.","married","primary",3913,"yes","no","apr",2,315,2,"failure","no"
"928","technician","divorced","secondary",1097,"yes","no","may",2,-1,0,"nonexistent","no"
"929","retired","divorced","tertiary",6102,"yes","yes","may",6,-1,0,"nonexistent","no"
"930","admin.","divorced","secondary",340,"yes","no","may",1,-1,0,"nonexistent","no"
"931","blue-collar","married","primary",-119,"yes","no","jul",3,-1,0,"nonexistent","no"
"932","admin.","married","secondary",2993,"yes","no","jul",12,-1,0,"nonexistent","no"
"933","management","divorced","tertiary",3575,"no","yes","aug",3,-1,0,"nonexistent","no"
"934","blue-collar","married","secondary",361,"yes","no","jun",1,-1,0,"nonexistent","no"
"935","management","married","secondary",1072,"yes","no","may",2,-1,0,"nonexistent","no"
"936","blue-collar","married","primary",2904,"no","no","apr",2,-1,0,"nonexistent","no"
"937","entrepreneur","divorced","tertiary",1790,"no","yes","feb",3,-1,0,"nonexistent","no"
"938","blue-collar","married","secondary",86,"yes","no","may",1,-1,0,"nonexistent","no"
"939","technician","married","secondary",1633,"yes","no","may",3,-1,0,"nonexistent","no"
"940","management","married","tertiary",8312,"no","no","aug",13,-1,0,"nonexistent","no"
"942","management","married","tertiary",0,"yes","no","aug",1,99,2,"success","yes"
"943","management","married","tertiary",222,"yes","no","may",1,169,2,"failure","no"
"944","technician","married","secondary",109,"no","no","jun",22,-1,0,"nonexistent","no"
"945","blue-collar","married","secondary",1451,"no","no","jun",1,-1,0,"nonexistent","yes"
"946","technician","married","secondary",1066,"no","no","feb",3,-1,0,"nonexistent","yes"
"947","management","married","tertiary",3163,"no","no","aug",6,-1,0,"nonexistent","no"
"948","services","single","secondary",888,"yes","no","may",2,-1,0,"nonexistent","no"
"950","management","divorced","secondary",106,"no","no","aug",3,-1,0,"nonexistent","no"
"951","technician","divorced","secondary",0,"no","no","aug",2,-1,0,"nonexistent","no"
"952","management","married","tertiary",979,"no","yes","jul",1,-1,0,"nonexistent","no"
"953","admin.","married","secondary",2662,"no","no","jan",2,-1,0,"nonexistent","no"
"954","management","single","tertiary",84,"no","no","feb",1,-1,0,"nonexistent","no"
"956","management","single","tertiary",816,"yes","no","aug",3,-1,0,"nonexistent","no"
"957","unemployed","single","secondary",3276,"no","no","aug",1,110,2,"nonexistent","no"
"959","technician","single","secondary",-51,"no","no","jul",2,-1,0,"nonexistent","no"
"960","technician","single","tertiary",3315,"yes","no","apr",2,-1,0,"nonexistent","no"
"961","technician","married","secondary",196,"yes","yes","feb",1,273,3,"failure","no"
"962","blue-collar","married","secondary",552,"yes","no","may",1,-1,0,"nonexistent","no"
"963","admin.","married","secondary",2347,"no","yes","aug",3,-1,0,"nonexistent","no"
"964","blue-collar","single","secondary",3723,"yes","no","may",5,-1,0,"nonexistent","no"
"965","management","divorced","primary",255,"no","no","nov",1,-1,0,"nonexistent","no"
"966","management","single","tertiary",3143,"no","no","jun",2,-1,0,"nonexistent","yes"
"967","self-employed","married","secondary",0,"no","no","jun",8,-1,0,"nonexistent","no"
"968","blue-collar","married","secondary",6411,"yes","yes","jan",1,266,2,"failure","no"
"969","management","single","tertiary",1909,"no","no","aug",2,-1,0,"nonexistent","no"
"970","blue-collar","married","primary",3873,"no","no","apr",1,-1,0,"nonexistent","no"
"971","self-employed","married","primary",1013,"yes","no","aug",1,461,1,"failure","yes"
"972","admin.","married","secondary",262,"yes","no","jul",1,-1,0,"nonexistent","no"
"973","services","single","secondary",3217,"yes","no","may",1,-1,0,"nonexistent","no"
"974","technician","single","secondary",5436,"yes","no","may",11,351,1,"failure","no"
"975","blue-collar","married","primary",2067,"yes","no","may",7,-1,0,"nonexistent","no"
"976","blue-collar","single","secondary",215,"no","no","mar",3,-1,0,"nonexistent","yes"
"977","services","divorced","secondary",1594,"no","no","jun",3,-1,0,"nonexistent","no"
"978","self-employed","married","tertiary",134,"no","no","aug",4,-1,0,"nonexistent","no"
"979","entrepreneur","divorced","tertiary",262,"no","no","nov",1,-1,0,"nonexistent","no"
"980","blue-collar","divorced","primary",3021,"no","no","jun",2,-1,0,"nonexistent","no"
"981","management","divorced","tertiary",388,"yes","no","may",2,-1,0,"nonexistent","yes"
"982","blue-collar","single","secondary",3412,"yes","no","may",4,-1,0,"nonexistent","no"
"983","blue-collar","married","secondary",1291,"yes","no","may",1,-1,0,"nonexistent","no"
"984","technician","divorced","secondary",79,"no","no","jul",1,-1,0,"nonexistent","no"
"985","self-employed","married","tertiary",2013,"no","no","feb",4,94,2,"success","yes"
"986","blue-collar","divorced","secondary",543,"no","yes","jul",3,-1,0,"nonexistent","no"
"987","management","divorced","tertiary",1016,"yes","no","jun",5,-1,0,"nonexistent","no"
"988","blue-collar","single","secondary",604,"no","yes","may",3,-1,0,"nonexistent","no"
"989","management","single","tertiary",525,"no","no","aug",2,-1,0,"nonexistent","no"
"990","retired","divorced","primary",353,"no","no","jul",4,-1,0,"nonexistent","no"
"991","management","married","tertiary",964,"yes","no","apr",1,-1,0,"nonexistent","no"
"992","admin.","married","tertiary",3913,"yes","no","apr",1,-1,0,"nonexistent","yes"
"993","blue-collar","married","primary",879,"yes","no","may",2,-1,0,"nonexistent","no"
"994","admin.","married","secondary",314,"yes","no","apr",1,-1,0,"nonexistent","no"
"995","housemaid","married","primary",0,"no","no","aug",11,-1,0,"nonexistent","no"
"996","blue-collar","married","secondary",1370,"yes","no","may",2,-1,0,"nonexistent","no"
"997","management","married","secondary",37,"no","no","aug",11,-1,0,"nonexistent","no"
"998","management","single","tertiary",673,"yes","yes","nov",1,184,1,"failure","no"
"999","services","married","secondary",-342,"yes","no","may",1,-1,0,"nonexistent","no"
"1000","student","single","secondary",291,"no","no","may",5,371,5,"failure","no"
"1001","technician","married","secondary",209,"yes","yes","apr",2,-1,0,"nonexistent","no"
"1002","technician","single","tertiary",438,"yes","no","aug",2,-1,0,"nonexistent","no"
"1003","admin.","single","secondary",1242,"yes","no","may",3,-1,0,"nonexistent","no"
"1004","entrepreneur","married","tertiary",355,"yes","no","may",1,-1,0,"nonexistent","no"
"1005","blue-collar","married","secondary",204,"yes","yes","apr",3,-1,0,"nonexistent","no"
"1006","management","married","tertiary",10758,"yes","no","jun",1,-1,0,"nonexistent","no"
"1007","management","married","tertiary",5,"yes","no","nov",3,-1,0,"nonexistent","no"
"1008","technician","single","secondary",410,"yes","no","may",4,-1,0,"nonexistent","yes"
"1009","management","married","tertiary",605,"yes","no","may",1,-1,0,"nonexistent","no"
"1010","management","married","tertiary",4,"no","no","jun",6,-1,0,"nonexistent","no"
"1011","student","single","secondary",8494,"no","no","aug",2,-1,0,"nonexistent","no"
"1012","entrepreneur","married","primary",198,"yes","no","may",1,-1,0,"nonexistent","no"
"1013","blue-collar","married","secondary",841,"yes","no","may",1,-1,0,"nonexistent","no"
"1014","management","married","tertiary",8,"no","no","aug",4,-1,0,"nonexistent","no"
"1015","admin.","married","secondary",470,"yes","no","jul",4,-1,0,"nonexistent","no"
"1016","retired","married","secondary",520,"yes","no","may",13,-1,0,"nonexistent","no"
"1017","blue-collar","married","secondary",439,"yes","no","may",5,-1,0,"nonexistent","no"
"1018","blue-collar","married","secondary",-454,"yes","no","may",1,-1,0,"nonexistent","yes"
"1019","retired","married","secondary",466,"no","no","jun",4,-1,0,"nonexistent","no"
"1020","retired","married","secondary",665,"yes","no","apr",2,-1,0,"nonexistent","yes"
"1021","technician","married","secondary",994,"yes","no","aug",1,78,5,"failure","yes"
"1022","admin.","married","secondary",5346,"yes","yes","oct",1,-1,0,"nonexistent","yes"
"1023","blue-collar","married","secondary",1243,"yes","no","may",1,-1,0,"nonexistent","no"
"1024","admin.","married","tertiary",0,"yes","no","may",1,-1,0,"nonexistent","no"
"1025","blue-collar","married","secondary",2357,"yes","no","jun",2,-1,0,"nonexistent","no"
"1026","retired","married","secondary",1044,"no","no","jul",2,-1,0,"nonexistent","yes"
"1027","admin.","married","secondary",1069,"yes","no","may",2,-1,0,"nonexistent","no"
"1028","housemaid","single","secondary",231,"no","no","jul",2,-1,0,"nonexistent","no"
"1029","admin.","married","secondary",0,"yes","yes","may",2,-1,0,"nonexistent","no"
"1030","technician","married","secondary",266,"yes","no","aug",2,-1,0,"nonexistent","no"
"1031","management","married","tertiary",-70,"yes","no","jan",1,2,3,"nonexistent","no"
"1032","retired","single","primary",25824,"no","no","jun",1,-1,0,"nonexistent","no"
"1033","management","single","primary",538,"no","no","jun",3,-1,0,"nonexistent","no"
"1034","technician","single","secondary",534,"yes","no","may",1,-1,0,"nonexistent","no"
"1036","admin.","married","secondary",1852,"yes","no","may",2,-1,0,"nonexistent","no"
"1037","technician","married","secondary",2647,"yes","no","may",1,-1,0,"nonexistent","no"
"1038","management","married","tertiary",2767,"yes","no","may",7,-1,0,"nonexistent","no"
"1039","management","married","tertiary",176,"yes","yes","may",1,-1,0,"nonexistent","no"
"1040","management","single","secondary",9720,"no","no","aug",2,-1,0,"nonexistent","no"
"1041","blue-collar","divorced","secondary",1613,"yes","no","apr",1,270,3,"failure","yes"
"1042","admin.","divorced","secondary",2903,"yes","yes","jul",2,-1,0,"nonexistent","no"
"1043","admin.","single","secondary",81,"yes","no","aug",6,112,3,"nonexistent","no"
"1044","blue-collar","married","secondary",780,"yes","no","may",3,-1,0,"nonexistent","no"
"1045","unemployed","married","tertiary",178,"no","no","aug",2,-1,0,"nonexistent","no"
"1046","management","married","tertiary",299,"no","no","jul",4,-1,0,"nonexistent","no"
"1047","retired","married","primary",285,"yes","no","jan",1,-1,0,"nonexistent","no"
"1048","blue-collar","married","secondary",872,"yes","no","apr",3,-1,0,"nonexistent","no"
"1049","services","married","secondary",1337,"no","no","dec",2,127,3,"success","yes"
"1050","services","married","secondary",72,"yes","no","jul",2,-1,0,"nonexistent","no"
"1051","blue-collar","married","secondary",0,"no","no","jun",3,-1,0,"nonexistent","no"
"1052","blue-collar","married","secondary",-388,"yes","no","may",1,-1,0,"nonexistent","no"
"1053","admin.","married","secondary",11,"yes","no","may",1,-1,0,"nonexistent","no"
"1054","blue-collar","divorced","secondary",-535,"yes","no","jul",2,-1,0,"nonexistent","no"
"1055","services","divorced","secondary",787,"yes","no","may",2,-1,0,"nonexistent","no"
"1056","management","single","tertiary",3343,"no","no","nov",1,-1,0,"nonexistent","no"
"1057","entrepreneur","married","secondary",3904,"no","no","aug",2,187,2,"success","yes"
"1058","management","single","tertiary",736,"yes","no","apr",1,-1,0,"nonexistent","no"
"1059","management","married","tertiary",1390,"no","no","aug",2,-1,0,"nonexistent","no"
"1060","retired","married","primary",808,"no","no","jul",1,-1,0,"nonexistent","no"
"1061","management","married","tertiary",1147,"no","no","aug",1,64,2,"success","yes"
"1062","services","married","secondary",1122,"no","no","aug",1,-1,0,"nonexistent","no"
"1063","technician","married","secondary",-568,"yes","yes","may",2,-1,0,"nonexistent","no"
"1064","blue-collar","married","primary",1165,"yes","no","may",2,-1,0,"nonexistent","no"
"1065","services","divorced","secondary",-905,"yes","no","may",1,-1,0,"nonexistent","no"
"1066","unemployed","married","tertiary",0,"yes","no","nov",1,-1,0,"nonexistent","no"
"1067","technician","married","secondary",740,"no","no","aug",3,-1,0,"nonexistent","no"
"1068","management","married","secondary",8262,"yes","no","jul",16,-1,0,"nonexistent","no"
"1069","admin.","single","secondary",14,"yes","yes","may",9,-1,0,"nonexistent","no"
"1071","blue-collar","married","secondary",1049,"yes","no","may",4,-1,0,"nonexistent","yes"
"1072","blue-collar","married","secondary",0,"yes","no","may",5,349,1,"nonexistent","no"
"1073","housemaid","married","secondary",419,"yes","no","may",1,-1,0,"nonexistent","no"
"1074","management","single","tertiary",726,"yes","no","apr",1,342,3,"failure","no"
"1075","technician","divorced","tertiary",594,"yes","yes","jun",3,-1,0,"nonexistent","no"
